"","score","asfeeling"
"4197",73,"Lightly Favorable"
"4198",95,"Strongly Favorable"
"4199",75,"Lightly Favorable"
"4200",63,"Lightly Favorable"
"4201",37,"Unfavorable"
"4203",90,"Strongly Favorable"
"4204",95,"Strongly Favorable"
"4205",50,"Unfavorable"
"4206",64,"Lightly Favorable"
"4207",100,"Strongly Favorable"
"4208",69,"Lightly Favorable"
"4209",80,"Strongly Favorable"
"4210",52,"Lightly Favorable"
"4211",71,"Lightly Favorable"
"4212",66,"Lightly Favorable"
"4214",40,"Unfavorable"
"4215",3,"Strongly unfavorable"
"4216",97,"Strongly Favorable"
"4217",21,"Strongly unfavorable"
"4218",86,"Strongly Favorable"
"4219",3,"Strongly unfavorable"
"4220",25,"Strongly unfavorable"
"4221",72,"Lightly Favorable"
"4222",90,"Strongly Favorable"
"4223",51,"Lightly Favorable"
"4224",1,"Strongly unfavorable"
"4225",41,"Unfavorable"
"4226",90,"Strongly Favorable"
"4227",50,"Unfavorable"
"4228",3,"Strongly unfavorable"
"4229",25,"Strongly unfavorable"
"4230",90,"Strongly Favorable"
"4231",100,"Strongly Favorable"
"4232",95,"Strongly Favorable"
"4233",66,"Lightly Favorable"
"4234",87,"Strongly Favorable"
"4235",100,"Strongly Favorable"
"4236",68,"Lightly Favorable"
"4237",50,"Unfavorable"
"4238",92,"Strongly Favorable"
"4239",80,"Strongly Favorable"
"4240",91,"Strongly Favorable"
"4241",5,"Strongly unfavorable"
"4242",20,"Strongly unfavorable"
"4243",86,"Strongly Favorable"
"4244",50,"Unfavorable"
"4246",100,"Strongly Favorable"
"4247",80,"Strongly Favorable"
"4248",62,"Lightly Favorable"
"4249",71,"Lightly Favorable"
"4250",1,"Strongly unfavorable"
"4251",60,"Lightly Favorable"
"4252",100,"Strongly Favorable"
"4253",10,"Strongly unfavorable"
"4254",51,"Lightly Favorable"
"4255",51,"Lightly Favorable"
"4256",65,"Lightly Favorable"
"4257",50,"Unfavorable"
"4259",83,"Strongly Favorable"
"4260",50,"Unfavorable"
"4261",100,"Strongly Favorable"
"4262",60,"Lightly Favorable"
"4263",98,"Strongly Favorable"
"4264",88,"Strongly Favorable"
"4265",30,"Unfavorable"
"4266",78,"Strongly Favorable"
"4267",0,"Strongly unfavorable"
"4268",3,"Strongly unfavorable"
"4269",98,"Strongly Favorable"
"4270",80,"Strongly Favorable"
"4271",90,"Strongly Favorable"
"4272",100,"Strongly Favorable"
"4273",76,"Strongly Favorable"
"4274",49,"Unfavorable"
"4275",40,"Unfavorable"
"4276",52,"Lightly Favorable"
"4277",50,"Unfavorable"
"4278",94,"Strongly Favorable"
"4279",90,"Strongly Favorable"
"4280",84,"Strongly Favorable"
"4281",89,"Strongly Favorable"
"4282",4,"Strongly unfavorable"
"4283",66,"Lightly Favorable"
"4284",50,"Unfavorable"
"4285",100,"Strongly Favorable"
"4286",66,"Lightly Favorable"
"4287",59,"Lightly Favorable"
"4288",61,"Lightly Favorable"
"4289",53,"Lightly Favorable"
"4290",31,"Unfavorable"
"4291",79,"Strongly Favorable"
"4292",93,"Strongly Favorable"
"4293",83,"Strongly Favorable"
"4294",96,"Strongly Favorable"
"4295",99,"Strongly Favorable"
"4296",46,"Unfavorable"
"4297",75,"Lightly Favorable"
"4298",65,"Lightly Favorable"
"4299",40,"Unfavorable"
"4300",2,"Strongly unfavorable"
"4301",100,"Strongly Favorable"
"4303",80,"Strongly Favorable"
"4304",100,"Strongly Favorable"
"4305",16,"Strongly unfavorable"
"4306",29,"Unfavorable"
"4307",50,"Unfavorable"
"4308",80,"Strongly Favorable"
"4309",88,"Strongly Favorable"
"4310",50,"Unfavorable"
"4311",71,"Lightly Favorable"
"4313",80,"Strongly Favorable"
"4314",44,"Unfavorable"
"4315",51,"Lightly Favorable"
"4316",77,"Strongly Favorable"
"4317",50,"Unfavorable"
"4318",100,"Strongly Favorable"
"4319",77,"Strongly Favorable"
"4320",54,"Lightly Favorable"
"4321",80,"Strongly Favorable"
"4322",78,"Strongly Favorable"
"4323",96,"Strongly Favorable"
"4324",28,"Unfavorable"
"4325",50,"Unfavorable"
"4326",11,"Strongly unfavorable"
"4327",98,"Strongly Favorable"
"4328",98,"Strongly Favorable"
"4329",98,"Strongly Favorable"
"4330",50,"Unfavorable"
"4331",61,"Lightly Favorable"
"4332",66,"Lightly Favorable"
"4333",30,"Unfavorable"
"4334",97,"Strongly Favorable"
"4335",71,"Lightly Favorable"
"4336",98,"Strongly Favorable"
"4337",11,"Strongly unfavorable"
"4338",100,"Strongly Favorable"
"4339",27,"Unfavorable"
"4340",51,"Lightly Favorable"
"4341",30,"Unfavorable"
"4343",91,"Strongly Favorable"
"4344",50,"Unfavorable"
"4345",63,"Lightly Favorable"
"4346",48,"Unfavorable"
"4347",38,"Unfavorable"
"4348",31,"Unfavorable"
"4349",0,"Strongly unfavorable"
"4350",6,"Strongly unfavorable"
"4351",58,"Lightly Favorable"
"4352",57,"Lightly Favorable"
"4353",26,"Unfavorable"
"4354",3,"Strongly unfavorable"
"4355",76,"Strongly Favorable"
"4356",1,"Strongly unfavorable"
"4357",51,"Lightly Favorable"
"4358",80,"Strongly Favorable"
"4359",75,"Lightly Favorable"
"4360",65,"Lightly Favorable"
"4362",47,"Unfavorable"
"4364",63,"Lightly Favorable"
"4365",72,"Lightly Favorable"
"4366",50,"Unfavorable"
"4367",45,"Unfavorable"
"4368",90,"Strongly Favorable"
"4369",91,"Strongly Favorable"
"4370",10,"Strongly unfavorable"
"4371",98,"Strongly Favorable"
"4372",50,"Unfavorable"
"4373",67,"Lightly Favorable"
"4375",26,"Unfavorable"
"4376",50,"Unfavorable"
"4377",50,"Unfavorable"
"4380",67,"Lightly Favorable"
"4381",51,"Lightly Favorable"
"4382",3,"Strongly unfavorable"
"4383",50,"Unfavorable"
"4384",57,"Lightly Favorable"
"4385",2,"Strongly unfavorable"
"4386",12,"Strongly unfavorable"
"4387",50,"Unfavorable"
"4388",67,"Lightly Favorable"
"4389",93,"Strongly Favorable"
"4390",90,"Strongly Favorable"
"4391",41,"Unfavorable"
"4392",65,"Lightly Favorable"
"4393",80,"Strongly Favorable"
"4394",50,"Unfavorable"
"4395",88,"Strongly Favorable"
"4396",36,"Unfavorable"
"4397",100,"Strongly Favorable"
"4398",67,"Lightly Favorable"
"4399",70,"Lightly Favorable"
"4400",3,"Strongly unfavorable"
"4401",56,"Lightly Favorable"
"4402",78,"Strongly Favorable"
"4403",86,"Strongly Favorable"
"4404",90,"Strongly Favorable"
"4405",46,"Unfavorable"
"4407",53,"Lightly Favorable"
"4408",50,"Unfavorable"
"4409",38,"Unfavorable"
"4410",36,"Unfavorable"
"4411",50,"Unfavorable"
"4412",78,"Strongly Favorable"
"4413",50,"Unfavorable"
"4414",23,"Strongly unfavorable"
"4415",75,"Lightly Favorable"
"4416",90,"Strongly Favorable"
"4417",55,"Lightly Favorable"
"4418",24,"Strongly unfavorable"
"4419",32,"Unfavorable"
"4420",95,"Strongly Favorable"
"4421",17,"Strongly unfavorable"
"4422",76,"Strongly Favorable"
"4423",51,"Lightly Favorable"
"4424",100,"Strongly Favorable"
"4425",70,"Lightly Favorable"
"4426",70,"Lightly Favorable"
"4427",86,"Strongly Favorable"
"4428",50,"Unfavorable"
"4429",75,"Lightly Favorable"
"4430",52,"Lightly Favorable"
"4431",80,"Strongly Favorable"
"4432",51,"Lightly Favorable"
"4433",52,"Lightly Favorable"
"4434",50,"Unfavorable"
"4435",4,"Strongly unfavorable"
"4436",90,"Strongly Favorable"
"4437",70,"Lightly Favorable"
"4438",78,"Strongly Favorable"
"4439",50,"Unfavorable"
"4441",100,"Strongly Favorable"
"4442",26,"Unfavorable"
"4444",75,"Lightly Favorable"
"4445",78,"Strongly Favorable"
"4446",50,"Unfavorable"
"4447",34,"Unfavorable"
"4449",81,"Strongly Favorable"
"4450",76,"Strongly Favorable"
"4451",70,"Lightly Favorable"
"4452",94,"Strongly Favorable"
"4453",61,"Lightly Favorable"
"4454",41,"Unfavorable"
"4455",43,"Unfavorable"
"4456",50,"Unfavorable"
"4457",10,"Strongly unfavorable"
"4458",93,"Strongly Favorable"
"4459",12,"Strongly unfavorable"
"4460",59,"Lightly Favorable"
"4461",50,"Unfavorable"
"4462",51,"Lightly Favorable"
"4463",41,"Unfavorable"
"4464",6,"Strongly unfavorable"
"4465",50,"Unfavorable"
"4466",50,"Unfavorable"
"4467",11,"Strongly unfavorable"
"4468",51,"Lightly Favorable"
"4469",84,"Strongly Favorable"
"4470",59,"Lightly Favorable"
"4471",81,"Strongly Favorable"
"4473",51,"Lightly Favorable"
"4474",80,"Strongly Favorable"
"4475",27,"Unfavorable"
"4476",57,"Lightly Favorable"
"4477",76,"Strongly Favorable"
"4478",38,"Unfavorable"
"4479",94,"Strongly Favorable"
"4481",90,"Strongly Favorable"
"4482",56,"Lightly Favorable"
"4483",56,"Lightly Favorable"
"4484",50,"Unfavorable"
"4485",53,"Lightly Favorable"
"4486",98,"Strongly Favorable"
"4487",80,"Strongly Favorable"
"4488",3,"Strongly unfavorable"
"4489",50,"Unfavorable"
"4490",100,"Strongly Favorable"
"4491",92,"Strongly Favorable"
"4492",11,"Strongly unfavorable"
"4493",70,"Lightly Favorable"
"4494",51,"Lightly Favorable"
"4495",50,"Unfavorable"
"4496",20,"Strongly unfavorable"
"4498",50,"Unfavorable"
"4500",83,"Strongly Favorable"
"4501",80,"Strongly Favorable"
"4502",98,"Strongly Favorable"
"4503",76,"Strongly Favorable"
"4504",31,"Unfavorable"
"4505",81,"Strongly Favorable"
"4506",6,"Strongly unfavorable"
"4507",56,"Lightly Favorable"
"4508",70,"Lightly Favorable"
"4509",74,"Lightly Favorable"
"4511",100,"Strongly Favorable"
"4512",82,"Strongly Favorable"
"4513",84,"Strongly Favorable"
"4514",31,"Unfavorable"
"4515",10,"Strongly unfavorable"
"4516",52,"Lightly Favorable"
"4517",2,"Strongly unfavorable"
"4518",50,"Unfavorable"
"4519",92,"Strongly Favorable"
"4520",35,"Unfavorable"
"4521",80,"Strongly Favorable"
"4522",50,"Unfavorable"
"4523",59,"Lightly Favorable"
"4524",82,"Strongly Favorable"
"4525",50,"Unfavorable"
"4526",54,"Lightly Favorable"
"4527",100,"Strongly Favorable"
"4528",60,"Lightly Favorable"
"4529",67,"Lightly Favorable"
"4530",65,"Lightly Favorable"
"4531",100,"Strongly Favorable"
"4532",79,"Strongly Favorable"
"4533",11,"Strongly unfavorable"
"4534",75,"Lightly Favorable"
"4535",99,"Strongly Favorable"
"4536",80,"Strongly Favorable"
"4537",97,"Strongly Favorable"
"4538",35,"Unfavorable"
"4539",93,"Strongly Favorable"
"4540",76,"Strongly Favorable"
"4541",66,"Lightly Favorable"
"4542",16,"Strongly unfavorable"
"4543",63,"Lightly Favorable"
"4544",5,"Strongly unfavorable"
"4545",50,"Unfavorable"
"4546",50,"Unfavorable"
"4547",70,"Lightly Favorable"
"4548",8,"Strongly unfavorable"
"4549",80,"Strongly Favorable"
"4550",30,"Unfavorable"
"4552",80,"Strongly Favorable"
"4553",60,"Lightly Favorable"
"4554",92,"Strongly Favorable"
"4556",50,"Unfavorable"
"4557",42,"Unfavorable"
"4558",25,"Strongly unfavorable"
"4559",41,"Unfavorable"
"4560",41,"Unfavorable"
"4561",79,"Strongly Favorable"
"4562",78,"Strongly Favorable"
"4563",52,"Lightly Favorable"
"4564",69,"Lightly Favorable"
"4565",23,"Strongly unfavorable"
"4566",59,"Lightly Favorable"
"4567",100,"Strongly Favorable"
"4568",56,"Lightly Favorable"
"4569",74,"Lightly Favorable"
"4570",51,"Lightly Favorable"
"4571",11,"Strongly unfavorable"
"4572",80,"Strongly Favorable"
"4573",65,"Lightly Favorable"
"4574",89,"Strongly Favorable"
"4575",74,"Lightly Favorable"
"4576",44,"Unfavorable"
"4577",52,"Lightly Favorable"
"4578",65,"Lightly Favorable"
"4580",31,"Unfavorable"
"4581",59,"Lightly Favorable"
"4582",69,"Lightly Favorable"
"4583",35,"Unfavorable"
"4584",6,"Strongly unfavorable"
"4585",44,"Unfavorable"
"4586",31,"Unfavorable"
"4587",74,"Lightly Favorable"
"4588",50,"Unfavorable"
"4589",50,"Unfavorable"
"4590",90,"Strongly Favorable"
"4591",75,"Lightly Favorable"
"4592",41,"Unfavorable"
"4593",4,"Strongly unfavorable"
"4594",34,"Unfavorable"
"4595",50,"Unfavorable"
"4596",76,"Strongly Favorable"
"4597",88,"Strongly Favorable"
"4598",47,"Unfavorable"
"4599",45,"Unfavorable"
"4600",99,"Strongly Favorable"
"4601",80,"Strongly Favorable"
"4602",79,"Strongly Favorable"
"4603",76,"Strongly Favorable"
"4604",39,"Unfavorable"
"4605",78,"Strongly Favorable"
"4606",70,"Lightly Favorable"
"4607",80,"Strongly Favorable"
"4608",60,"Lightly Favorable"
"4609",72,"Lightly Favorable"
"4610",86,"Strongly Favorable"
"4611",83,"Strongly Favorable"
"4612",25,"Strongly unfavorable"
"4613",30,"Unfavorable"
"4614",91,"Strongly Favorable"
"4615",80,"Strongly Favorable"
"4616",81,"Strongly Favorable"
"4617",81,"Strongly Favorable"
"4618",52,"Lightly Favorable"
"4619",50,"Unfavorable"
"4620",50,"Unfavorable"
"4621",9,"Strongly unfavorable"
"4622",69,"Lightly Favorable"
"4623",86,"Strongly Favorable"
"4624",82,"Strongly Favorable"
"4625",83,"Strongly Favorable"
"4626",100,"Strongly Favorable"
"4627",66,"Lightly Favorable"
"4628",90,"Strongly Favorable"
"4629",75,"Lightly Favorable"
"4630",42,"Unfavorable"
"4631",28,"Unfavorable"
"4632",73,"Lightly Favorable"
"4633",4,"Strongly unfavorable"
"4634",60,"Lightly Favorable"
"4635",78,"Strongly Favorable"
"4636",6,"Strongly unfavorable"
"4637",53,"Lightly Favorable"
"4638",63,"Lightly Favorable"
"4639",53,"Lightly Favorable"
"4640",80,"Strongly Favorable"
"4641",69,"Lightly Favorable"
"4642",63,"Lightly Favorable"
"4643",80,"Strongly Favorable"
"4644",81,"Strongly Favorable"
"4645",70,"Lightly Favorable"
"4646",25,"Strongly unfavorable"
"4647",80,"Strongly Favorable"
"4648",90,"Strongly Favorable"
"4649",89,"Strongly Favorable"
"4650",17,"Strongly unfavorable"
"4651",44,"Unfavorable"
"4652",2,"Strongly unfavorable"
"4653",50,"Unfavorable"
"4654",74,"Lightly Favorable"
"4655",76,"Strongly Favorable"
"4656",62,"Lightly Favorable"
"4657",50,"Unfavorable"
"4658",61,"Lightly Favorable"
"4659",53,"Lightly Favorable"
"4660",0,"Strongly unfavorable"
"4661",35,"Unfavorable"
"4662",35,"Unfavorable"
"4663",60,"Lightly Favorable"
"4664",95,"Strongly Favorable"
"4665",61,"Lightly Favorable"
"4666",50,"Unfavorable"
"4667",6,"Strongly unfavorable"
"4668",81,"Strongly Favorable"
"4669",94,"Strongly Favorable"
"4670",70,"Lightly Favorable"
"4671",40,"Unfavorable"
"4672",50,"Unfavorable"
"4673",79,"Strongly Favorable"
"4674",65,"Lightly Favorable"
"4675",79,"Strongly Favorable"
"4676",68,"Lightly Favorable"
"4677",49,"Unfavorable"
"4678",79,"Strongly Favorable"
"4679",52,"Lightly Favorable"
"4680",57,"Lightly Favorable"
"4681",81,"Strongly Favorable"
"4682",12,"Strongly unfavorable"
"4683",100,"Strongly Favorable"
"4684",50,"Unfavorable"
"4685",100,"Strongly Favorable"
"4686",64,"Lightly Favorable"
"4687",88,"Strongly Favorable"
"4688",50,"Unfavorable"
"4689",81,"Strongly Favorable"
"4690",66,"Lightly Favorable"
"4691",89,"Strongly Favorable"
"4692",12,"Strongly unfavorable"
"4693",78,"Strongly Favorable"
"4694",76,"Strongly Favorable"
"4695",0,"Strongly unfavorable"
"4696",51,"Lightly Favorable"
"4697",48,"Unfavorable"
"4698",50,"Unfavorable"
"4699",68,"Lightly Favorable"
"4700",42,"Unfavorable"
"4701",94,"Strongly Favorable"
"4702",98,"Strongly Favorable"
"4703",78,"Strongly Favorable"
"4704",51,"Lightly Favorable"
"4705",50,"Unfavorable"
"4706",89,"Strongly Favorable"
"4707",91,"Strongly Favorable"
"4708",0,"Strongly unfavorable"
"4709",85,"Strongly Favorable"
"4710",53,"Lightly Favorable"
"4711",88,"Strongly Favorable"
"4713",25,"Strongly unfavorable"
"4714",50,"Unfavorable"
"4715",80,"Strongly Favorable"
"4716",59,"Lightly Favorable"
"4717",96,"Strongly Favorable"
"4718",53,"Lightly Favorable"
"4719",90,"Strongly Favorable"
"4720",100,"Strongly Favorable"
"4721",80,"Strongly Favorable"
"4722",95,"Strongly Favorable"
"4723",60,"Lightly Favorable"
"4724",80,"Strongly Favorable"
"4725",57,"Lightly Favorable"
"4727",51,"Lightly Favorable"
"4728",65,"Lightly Favorable"
"4729",75,"Lightly Favorable"
"4730",21,"Strongly unfavorable"
"4731",51,"Lightly Favorable"
"4732",26,"Unfavorable"
"4733",88,"Strongly Favorable"
"4734",80,"Strongly Favorable"
"4735",60,"Lightly Favorable"
"4736",100,"Strongly Favorable"
"4737",3,"Strongly unfavorable"
"4738",28,"Unfavorable"
"4739",51,"Lightly Favorable"
"4740",98,"Strongly Favorable"
"4741",34,"Unfavorable"
"4742",55,"Lightly Favorable"
"4743",78,"Strongly Favorable"
"4744",62,"Lightly Favorable"
"4745",40,"Unfavorable"
"4746",50,"Unfavorable"
"4747",10,"Strongly unfavorable"
"4748",45,"Unfavorable"
"4749",39,"Unfavorable"
"4750",100,"Strongly Favorable"
"4751",30,"Unfavorable"
"4752",91,"Strongly Favorable"
"4753",100,"Strongly Favorable"
"4754",67,"Lightly Favorable"
"4755",91,"Strongly Favorable"
"4756",50,"Unfavorable"
"4757",27,"Unfavorable"
"4758",71,"Lightly Favorable"
"4759",69,"Lightly Favorable"
"4760",25,"Strongly unfavorable"
"4761",100,"Strongly Favorable"
"4764",21,"Strongly unfavorable"
"4765",30,"Unfavorable"
"4766",42,"Unfavorable"
"4767",9,"Strongly unfavorable"
"4768",44,"Unfavorable"
"4769",24,"Strongly unfavorable"
"4770",93,"Strongly Favorable"
"4771",88,"Strongly Favorable"
"4772",61,"Lightly Favorable"
"4773",75,"Lightly Favorable"
"4774",75,"Lightly Favorable"
"4775",50,"Unfavorable"
"4776",36,"Unfavorable"
"4777",51,"Lightly Favorable"
"4778",3,"Strongly unfavorable"
"4779",66,"Lightly Favorable"
"4780",61,"Lightly Favorable"
"4781",70,"Lightly Favorable"
"4782",51,"Lightly Favorable"
"4783",75,"Lightly Favorable"
"4784",25,"Strongly unfavorable"
"4785",100,"Strongly Favorable"
"4786",64,"Lightly Favorable"
"4788",66,"Lightly Favorable"
"4789",70,"Lightly Favorable"
"4790",78,"Strongly Favorable"
"4791",87,"Strongly Favorable"
"4792",41,"Unfavorable"
"4793",100,"Strongly Favorable"
"4794",52,"Lightly Favorable"
"4795",91,"Strongly Favorable"
"4796",51,"Lightly Favorable"
"4797",50,"Unfavorable"
"4798",70,"Lightly Favorable"
"4799",41,"Unfavorable"
"4800",61,"Lightly Favorable"
"4801",49,"Unfavorable"
"4802",50,"Unfavorable"
"4803",47,"Unfavorable"
"4804",53,"Lightly Favorable"
"4805",64,"Lightly Favorable"
"4806",85,"Strongly Favorable"
"4807",91,"Strongly Favorable"
"4808",16,"Strongly unfavorable"
"4809",56,"Lightly Favorable"
"4810",18,"Strongly unfavorable"
"4811",63,"Lightly Favorable"
"4812",85,"Strongly Favorable"
"4813",75,"Lightly Favorable"
"4814",44,"Unfavorable"
"4815",56,"Lightly Favorable"
"4816",89,"Strongly Favorable"
"4817",60,"Lightly Favorable"
"4818",100,"Strongly Favorable"
"4819",51,"Lightly Favorable"
"4820",27,"Unfavorable"
"4821",51,"Lightly Favorable"
"4822",59,"Lightly Favorable"
"4823",16,"Strongly unfavorable"
"4824",80,"Strongly Favorable"
"4825",99,"Strongly Favorable"
"4826",44,"Unfavorable"
"4827",90,"Strongly Favorable"
"4828",35,"Unfavorable"
"4829",53,"Lightly Favorable"
"4830",80,"Strongly Favorable"
"4831",49,"Unfavorable"
"4832",91,"Strongly Favorable"
"4833",21,"Strongly unfavorable"
"4834",100,"Strongly Favorable"
"4835",40,"Unfavorable"
"4836",61,"Lightly Favorable"
"4837",90,"Strongly Favorable"
"4838",58,"Lightly Favorable"
"4839",35,"Unfavorable"
"4840",96,"Strongly Favorable"
"4841",50,"Unfavorable"
"4842",99,"Strongly Favorable"
"4843",100,"Strongly Favorable"
"4844",100,"Strongly Favorable"
"4845",45,"Unfavorable"
"4846",63,"Lightly Favorable"
"4847",45,"Unfavorable"
"4848",37,"Unfavorable"
"4849",80,"Strongly Favorable"
"4850",63,"Lightly Favorable"
"4851",80,"Strongly Favorable"
"4852",55,"Lightly Favorable"
"4853",54,"Lightly Favorable"
"4854",59,"Lightly Favorable"
"4855",1,"Strongly unfavorable"
"4856",50,"Unfavorable"
"4857",31,"Unfavorable"
"4858",50,"Unfavorable"
"4859",50,"Unfavorable"
"4860",100,"Strongly Favorable"
"4861",47,"Unfavorable"
"4862",0,"Strongly unfavorable"
"4863",50,"Unfavorable"
"4864",97,"Strongly Favorable"
"4865",53,"Lightly Favorable"
"4866",58,"Lightly Favorable"
"4868",91,"Strongly Favorable"
"4869",15,"Strongly unfavorable"
"4870",99,"Strongly Favorable"
"4871",27,"Unfavorable"
"4872",48,"Unfavorable"
"4873",50,"Unfavorable"
"4874",19,"Strongly unfavorable"
"4875",53,"Lightly Favorable"
"4876",100,"Strongly Favorable"
"4877",46,"Unfavorable"
"4878",86,"Strongly Favorable"
"4879",28,"Unfavorable"
"4880",50,"Unfavorable"
"4881",9,"Strongly unfavorable"
"4883",55,"Lightly Favorable"
"4884",80,"Strongly Favorable"
"4885",89,"Strongly Favorable"
"4886",90,"Strongly Favorable"
"4887",70,"Lightly Favorable"
"4888",22,"Strongly unfavorable"
"4889",92,"Strongly Favorable"
"4890",37,"Unfavorable"
"4891",51,"Lightly Favorable"
"4892",50,"Unfavorable"
"4893",79,"Strongly Favorable"
"4895",76,"Strongly Favorable"
"4896",21,"Strongly unfavorable"
"4897",30,"Unfavorable"
"4898",38,"Unfavorable"
"4899",23,"Strongly unfavorable"
"4900",77,"Strongly Favorable"
"4901",0,"Strongly unfavorable"
"4902",47,"Unfavorable"
"4903",97,"Strongly Favorable"
"4904",90,"Strongly Favorable"
"4905",80,"Strongly Favorable"
"4906",23,"Strongly unfavorable"
"4907",79,"Strongly Favorable"
"4908",11,"Strongly unfavorable"
"4909",79,"Strongly Favorable"
"4910",59,"Lightly Favorable"
"4911",40,"Unfavorable"
"4912",50,"Unfavorable"
"4913",100,"Strongly Favorable"
"4914",40,"Unfavorable"
"4915",74,"Lightly Favorable"
"4916",81,"Strongly Favorable"
"4917",100,"Strongly Favorable"
"4918",95,"Strongly Favorable"
"4919",90,"Strongly Favorable"
"4920",53,"Lightly Favorable"
"4921",78,"Strongly Favorable"
"4922",71,"Lightly Favorable"
"4923",0,"Strongly unfavorable"
"4924",67,"Lightly Favorable"
"4925",51,"Lightly Favorable"
"4926",88,"Strongly Favorable"
"4927",32,"Unfavorable"
"4928",90,"Strongly Favorable"
"4929",49,"Unfavorable"
"4930",41,"Unfavorable"
"4931",50,"Unfavorable"
"4932",25,"Strongly unfavorable"
"4933",51,"Lightly Favorable"
"4934",100,"Strongly Favorable"
"4935",53,"Lightly Favorable"
"4936",11,"Strongly unfavorable"
"4937",98,"Strongly Favorable"
"4939",100,"Strongly Favorable"
"4940",51,"Lightly Favorable"
"4941",20,"Strongly unfavorable"
"4942",65,"Lightly Favorable"
"4943",63,"Lightly Favorable"
"4944",59,"Lightly Favorable"
"4945",87,"Strongly Favorable"
"4946",6,"Strongly unfavorable"
"4947",81,"Strongly Favorable"
"4948",49,"Unfavorable"
"4949",58,"Lightly Favorable"
"4950",40,"Unfavorable"
"4951",10,"Strongly unfavorable"
"4952",72,"Lightly Favorable"
"4953",89,"Strongly Favorable"
"4954",40,"Unfavorable"
"4955",51,"Lightly Favorable"
"4956",89,"Strongly Favorable"
"4958",56,"Lightly Favorable"
"4959",50,"Unfavorable"
"4960",20,"Strongly unfavorable"
"4961",90,"Strongly Favorable"
"4962",50,"Unfavorable"
"4964",22,"Strongly unfavorable"
"4965",54,"Lightly Favorable"
"4966",51,"Lightly Favorable"
"4967",80,"Strongly Favorable"
"4969",66,"Lightly Favorable"
"4970",16,"Strongly unfavorable"
"4971",58,"Lightly Favorable"
"4972",70,"Lightly Favorable"
"4973",97,"Strongly Favorable"
"4974",50,"Unfavorable"
"4975",70,"Lightly Favorable"
"4976",50,"Unfavorable"
"4977",56,"Lightly Favorable"
"4978",0,"Strongly unfavorable"
"4979",50,"Unfavorable"
"4980",70,"Lightly Favorable"
"4981",5,"Strongly unfavorable"
"4982",72,"Lightly Favorable"
"4983",51,"Lightly Favorable"
"4984",12,"Strongly unfavorable"
"4985",90,"Strongly Favorable"
"4986",1,"Strongly unfavorable"
"4987",99,"Strongly Favorable"
"4988",50,"Unfavorable"
"4989",50,"Unfavorable"
"4990",52,"Lightly Favorable"
"4991",55,"Lightly Favorable"
"4992",10,"Strongly unfavorable"
"4993",56,"Lightly Favorable"
"4994",47,"Unfavorable"
"4995",32,"Unfavorable"
"4996",21,"Strongly unfavorable"
"4997",61,"Lightly Favorable"
"4998",30,"Unfavorable"
"4999",73,"Lightly Favorable"
"5000",77,"Strongly Favorable"
"5001",88,"Strongly Favorable"
"5002",59,"Lightly Favorable"
"5003",84,"Strongly Favorable"
"5004",100,"Strongly Favorable"
"5005",91,"Strongly Favorable"
"5006",85,"Strongly Favorable"
"5007",12,"Strongly unfavorable"
"5008",91,"Strongly Favorable"
"5009",11,"Strongly unfavorable"
"5010",100,"Strongly Favorable"
"5011",44,"Unfavorable"
"5012",8,"Strongly unfavorable"
"5013",50,"Unfavorable"
"5014",51,"Lightly Favorable"
"5015",50,"Unfavorable"
"5016",52,"Lightly Favorable"
"5017",58,"Lightly Favorable"
"5018",66,"Lightly Favorable"
"5019",80,"Strongly Favorable"
"5020",82,"Strongly Favorable"
"5021",95,"Strongly Favorable"
"5023",53,"Lightly Favorable"
"5024",31,"Unfavorable"
"5025",50,"Unfavorable"
"5026",50,"Unfavorable"
"5027",54,"Lightly Favorable"
"5028",95,"Strongly Favorable"
"5029",67,"Lightly Favorable"
"5031",50,"Unfavorable"
"5032",51,"Lightly Favorable"
"5033",95,"Strongly Favorable"
"5034",69,"Lightly Favorable"
"5035",55,"Lightly Favorable"
"5036",84,"Strongly Favorable"
"5037",100,"Strongly Favorable"
"5038",63,"Lightly Favorable"
"5039",100,"Strongly Favorable"
"5040",97,"Strongly Favorable"
"5041",90,"Strongly Favorable"
"5042",53,"Lightly Favorable"
"5043",32,"Unfavorable"
"5044",50,"Unfavorable"
"5045",41,"Unfavorable"
"5046",0,"Strongly unfavorable"
"5047",65,"Lightly Favorable"
"5048",96,"Strongly Favorable"
"5049",56,"Lightly Favorable"
"5050",51,"Lightly Favorable"
"5051",88,"Strongly Favorable"
"5052",83,"Strongly Favorable"
"5053",60,"Lightly Favorable"
"5054",46,"Unfavorable"
"5055",23,"Strongly unfavorable"
"5056",79,"Strongly Favorable"
"5057",66,"Lightly Favorable"
"5058",55,"Lightly Favorable"
"5059",100,"Strongly Favorable"
"5060",18,"Strongly unfavorable"
"5061",82,"Strongly Favorable"
"5062",12,"Strongly unfavorable"
"5063",7,"Strongly unfavorable"
"5064",60,"Lightly Favorable"
"5065",78,"Strongly Favorable"
"5066",90,"Strongly Favorable"
"5067",50,"Unfavorable"
"5068",56,"Lightly Favorable"
"5069",48,"Unfavorable"
"5070",51,"Lightly Favorable"
"5071",71,"Lightly Favorable"
"5072",50,"Unfavorable"
"5073",56,"Lightly Favorable"
"5074",91,"Strongly Favorable"
